
%BEGIN rPTSA config
restriction := 200
q0 := qBack
m0 := m0
gamma0 := root
%END rPTSA config
    
%BEGIN rPTSA rules
(qBack, m0, root, 1, (q, m1, up g))
(qBack, m88, root, 1, (q, m89, up g))
(qBack, m89, root, 1, (q, m90, up g))
(qBack, m90, root, 1, (q, m91, up g))
(qBack, m91, root, 1, (q, m92, up g))
(qBack, m92, root, 1, (q, m93, up g))
(qBack, m93, root, 1, (q, m94, up g))
(qBack, m94, root, 1, (q, m95, up g))
(qBack, m95, root, 1, (q, m96, up g))
(qBack, m96, root, 1, (q, m97, up g))
(qBack, m97, root, 1, (q, m98, up g))
(qBack, m98, root, 1, (q, m99, up g))
(qBack, m99, root, 1, (q, m100, up g))
(qBack, m100, root, 1, (q, m101, up g))
(qBack, m101, root, 1, (q, m102, up g))
(qBack, m102, root, 1, (q, m103, up g))
(qBack, m103, root, 1, (q, m104, up g))
(qBack, m104, root, 1, (q, m105, up g))
(qBack, m105, root, 1, (q, m106, up g))
(qBack, m106, root, 1, (q, m107, up g))
(qBack, m107, root, 1, (q, m108, up g))
(qBack, m108, root, 1, (q, m109, up g))
(qBack, m109, root, 1, (q, m110, up g))
(qBack, m110, root, 1, (q, m111, up g))
(qBack, m111, root, 1, (q, m112, up g))
(qBack, m112, root, 1, (q, m113, up g))
(qBack, m113, root, 1, (q, m114, up g))
(qBack, m114, root, 1, (q, m115, up g))
(qBack, m115, root, 1, (q, m116, up g))
(qBack, m116, root, 1, (q, m117, up g))
(qBack, m117, root, 1, (q, m118, up g))
(qBack, m118, root, 1, (q, m119, up g))
(qBack, m119, root, 1, (q, m120, up g))
(qBack, m120, root, 1, (q, m121, up g))
(qBack, m121, root, 1, (q, m122, up g))
(qBack, m122, root, 1, (q, m123, up g))
(qBack, m123, root, 1, (q, m124, up g))
(qBack, m124, root, 1, (q, m125, up g))
(qBack, m125, root, 1, (q, m126, up g))
(qBack, m126, root, 1, (q, m127, up g))
(qBack, m127, root, 1, (q, m128, up g))
(qBack, m128, root, 1, (q, m129, up g))
(qBack, m129, root, 1, (q, m130, up g))
(qBack, m130, root, 1, (q, m131, up g))
(qBack, m131, root, 1, (q, m132, up g))
(qBack, m132, root, 1, (q, m133, up g))
(qBack, m133, root, 1, (q, m134, up g))
(qBack, m134, root, 1, (q, m135, up g))
(qBack, m135, root, 1, (q, m136, up g))
(qBack, m136, root, 1, (q, m137, up g))
(qBack, m137, root, 1, (q, m138, up g))
(qBack, m138, root, 1, (q, m139, up g))
(qBack, m139, root, 1, (q, m140, up g))
(qBack, m140, root, 1, (q, m141, up g))
(qBack, m141, root, 1, (q, m142, up g))
(qBack, m142, root, 1, (q, m143, up g))
(qBack, m143, root, 1, (q, m144, up g))
(qBack, m144, root, 1, (q, m145, up g))
(qBack, m145, root, 1, (q, m146, up g))
(qBack, m146, root, 1, (q, m147, up g))
(qBack, m147, root, 1, (q, m148, up g))
(qBack, m148, root, 1, (q, m149, up g))
(qBack, m149, root, 1, (q, m150, up g))
(qBack, m150, root, 1, (q, m151, up g))
(qBack, m151, root, 1, (q, m152, up g))
(qBack, m152, root, 1, (q, m153, up g))
(qBack, m153, root, 1, (q, m154, up g))
(qBack, m154, root, 1, (q, m155, up g))
(qBack, m155, root, 1, (q, m156, up g))
(qBack, m156, root, 1, (q, m157, up g))
(qBack, m157, root, 1, (q, m158, up g))
(qBack, m158, root, 1, (q, m159, up g))
(qBack, m159, root, 1, (q, m160, up g))
(qBack, m160, root, 1, (q, m161, up g))
(qBack, m161, root, 1, (q, m162, up g))
(qBack, m162, root, 1, (q, m163, up g))
(qBack, m163, root, 1, (q, m164, up g))
(qBack, m164, root, 1, (q, m165, up g))
(qBack, m165, root, 1, (q, m166, up g))
(qBack, m166, root, 1, (q, m167, up g))
(qBack, m167, root, 1, (q, m168, up g))
(qBack, m168, root, 1, (q, m169, up g))
(qBack, m169, root, 1, (q, m170, up g))
(qBack, m170, root, 1, (q, m171, up g))
(qBack, m171, root, 1, (q, m172, up g))
(qBack, m172, root, 1, (q, m173, up g))
(qBack, m173, root, 1, (q, m174, up g))
(qBack, m174, root, 1, (q, m175, up g))
(qBack, m175, root, 1, (q, m176, up g))
(qBack, m176, root, 1, (q, m177, up g))
(qBack, m177, root, 1, (q, m178, up g))
(qBack, m178, root, 1, (q, m179, up g))
(qBack, m179, root, 1, (q, m180, up g))
(qBack, m180, root, 1, (q, m181, up g))
(qBack, m181, root, 1, (q, m182, up g))
(qBack, m182, root, 1, (q, m183, up g))
(qBack, m183, root, 1, (q, m184, up g))
(qBack, m184, root, 1, (q, m185, up g))
(qBack, m185, root, 1, (q, m186, up g))
(qBack, m186, root, 1, (q, m187, up g))
(qBack, m187, root, 1, (q, m188, up g))
(qBack, m188, root, 1, (q, m189, up g))
(qBack, m189, root, 1, (q, m190, up g))
(qBack, m190, root, 1, (q, m191, up g))
(qBack, m191, root, 1, (q, m192, up g))
(qBack, m192, root, 1, (q, m193, up g))
(qBack, m193, root, 1, (q, m194, up g))
(qBack, m194, root, 1, (q, m195, up g))
(qBack, m195, root, 1, (q, m196, up g))
(qBack, m196, root, 1, (q, m197, up g))
(qBack, m197, root, 1, (q, m198, up g))
(qBack, m198, root, 1, (q, m199, up g))
(qBack, m199, root, 1, (q, m200, up g))
(qBack, m200, root, 1, \top)
(q, m0, g, 1/2, (q, mA1, up g))
(q, m0, g, 1/3, (q, mB, up g))
(q, m0, g, 1/6, (qBack, mEnd, down))
(qBack, mA1, g, 1, (qBack, mA1, down))
(qBack, mB, g, 1, (qBack, mB, down))
(q, mEnd, g, 1, (qBack, mEnd, down))
(q, mB, g, 1, (q, mB, up g))
(q, mA1, g, 1/2, (q, mA2, up g))
(q, mA1, g, 1/2, \top)
(qBack, mA2, g, 1, (qBack, mA2, down))
(q, mA2, g, 2/3, (q, mA3, up g))
(q, mA2, g, 1/3, \top)
(qBack, mA3, g, 1, (qBack, mA3, down))
(q, mA3, g, 3/4, (q, mA4, up g))
(q, mA3, g, 1/4, \top)
(qBack, mA4, g, 1, (qBack, mA4, down))
(q, mA4, g, 4/5, (q, mA5, up g))
(q, mA4, g, 1/5, \top)
(qBack, mA5, g, 1, (qBack, mA5, down))
(q, mA5, g, 5/6, (q, mA6, up g))
(q, mA5, g, 1/6, \top)
(qBack, mA6, g, 1, (qBack, mA6, down))
(q, mA6, g, 6/7, (q, mA7, up g))
(q, mA6, g, 1/7, \top)
(qBack, mA7, g, 1, (qBack, mA7, down))
(q, mA7, g, 7/8, (q, mA8, up g))
(q, mA7, g, 1/8, \top)
(qBack, mA8, g, 1, (qBack, mA8, down))
(q, mA8, g, 8/9, (q, mA9, up g))
(q, mA8, g, 1/9, \top)
(qBack, mA9, g, 1, (qBack, mA9, down))
(q, mA9, g, 9/10, (q, mA10, up g))
(q, mA9, g, 1/10, \top)
(qBack, mA10, g, 1, (qBack, mA10, down))
(q, mA10, g, 10/11, (q, mA11, up g))
(q, mA10, g, 1/11, \top)
(qBack, mA11, g, 1, (qBack, mA11, down))
(q, mA11, g, 11/12, (q, mA12, up g))
(q, mA11, g, 1/12, \top)
(qBack, mA12, g, 1, (qBack, mA12, down))
(q, mA12, g, 12/13, (q, mA13, up g))
(q, mA12, g, 1/13, \top)
(qBack, mA13, g, 1, (qBack, mA13, down))
(q, mA13, g, 13/14, (q, mA14, up g))
(q, mA13, g, 1/14, \top)
(qBack, mA14, g, 1, (qBack, mA14, down))
(q, mA14, g, 14/15, (q, mA15, up g))
(q, mA14, g, 1/15, \top)
(qBack, mA15, g, 1, (qBack, mA15, down))
(q, mA15, g, 15/16, (q, mA16, up g))
(q, mA15, g, 1/16, \top)
(qBack, mA16, g, 1, (qBack, mA16, down))
(q, mA16, g, 16/17, (q, mA17, up g))
(q, mA16, g, 1/17, \top)
(qBack, mA17, g, 1, (qBack, mA17, down))
(q, mA17, g, 17/18, (q, mA18, up g))
(q, mA17, g, 1/18, \top)
(qBack, mA18, g, 1, (qBack, mA18, down))
(q, mA18, g, 18/19, (q, mA19, up g))
(q, mA18, g, 1/19, \top)
(qBack, mA19, g, 1, (qBack, mA19, down))
(q, mA19, g, 19/20, (q, mA20, up g))
(q, mA19, g, 1/20, \top)
(qBack, mA20, g, 1, (qBack, mA20, down))
(q, mA20, g, 20/21, (q, mA21, up g))
(q, mA20, g, 1/21, \top)
(qBack, mA21, g, 1, (qBack, mA21, down))
(q, mA21, g, 21/22, (q, mA22, up g))
(q, mA21, g, 1/22, \top)
(qBack, mA22, g, 1, (qBack, mA22, down))
(q, mA22, g, 22/23, (q, mA23, up g))
(q, mA22, g, 1/23, \top)
(qBack, mA23, g, 1, (qBack, mA23, down))
(q, mA23, g, 23/24, (q, mA24, up g))
(q, mA23, g, 1/24, \top)
(qBack, mA24, g, 1, (qBack, mA24, down))
(q, mA24, g, 24/25, (q, mA25, up g))
(q, mA24, g, 1/25, \top)
(qBack, mA25, g, 1, (qBack, mA25, down))
(q, mA25, g, 25/26, (q, mA26, up g))
(q, mA25, g, 1/26, \top)
(qBack, mA26, g, 1, (qBack, mA26, down))
(q, mA26, g, 26/27, (q, mA27, up g))
(q, mA26, g, 1/27, \top)
(qBack, mA27, g, 1, (qBack, mA27, down))
(q, mA27, g, 27/28, (q, mA28, up g))
(q, mA27, g, 1/28, \top)
(qBack, mA28, g, 1, (qBack, mA28, down))
(q, mA28, g, 28/29, (q, mA29, up g))
(q, mA28, g, 1/29, \top)
(qBack, mA29, g, 1, (qBack, mA29, down))
(q, mA29, g, 29/30, (q, mA30, up g))
(q, mA29, g, 1/30, \top)
(qBack, mA30, g, 1, (qBack, mA30, down))
(q, mA30, g, 30/31, (q, mA31, up g))
(q, mA30, g, 1/31, \top)
(qBack, mA31, g, 1, (qBack, mA31, down))
(q, mA31, g, 31/32, (q, mA32, up g))
(q, mA31, g, 1/32, \top)
(qBack, mA32, g, 1, (qBack, mA32, down))
(q, mA32, g, 32/33, (q, mA33, up g))
(q, mA32, g, 1/33, \top)
(qBack, mA33, g, 1, (qBack, mA33, down))
(q, mA33, g, 33/34, (q, mA34, up g))
(q, mA33, g, 1/34, \top)
(qBack, mA34, g, 1, (qBack, mA34, down))
(q, mA34, g, 34/35, (q, mA35, up g))
(q, mA34, g, 1/35, \top)
(qBack, mA35, g, 1, (qBack, mA35, down))
(q, mA35, g, 35/36, (q, mA36, up g))
(q, mA35, g, 1/36, \top)
(qBack, mA36, g, 1, (qBack, mA36, down))
(q, mA36, g, 36/37, (q, mA37, up g))
(q, mA36, g, 1/37, \top)
(qBack, mA37, g, 1, (qBack, mA37, down))
(q, mA37, g, 37/38, (q, mA38, up g))
(q, mA37, g, 1/38, \top)
(qBack, mA38, g, 1, (qBack, mA38, down))
(q, mA38, g, 38/39, (q, mA39, up g))
(q, mA38, g, 1/39, \top)
(qBack, mA39, g, 1, (qBack, mA39, down))
(q, mA39, g, 39/40, (q, mA40, up g))
(q, mA39, g, 1/40, \top)
(qBack, mA40, g, 1, (qBack, mA40, down))
(q, mA40, g, 40/41, (q, mA41, up g))
(q, mA40, g, 1/41, \top)
(qBack, mA41, g, 1, (qBack, mA41, down))
(q, mA41, g, 41/42, (q, mA42, up g))
(q, mA41, g, 1/42, \top)
(qBack, mA42, g, 1, (qBack, mA42, down))
(q, mA42, g, 42/43, (q, mA43, up g))
(q, mA42, g, 1/43, \top)
(qBack, mA43, g, 1, (qBack, mA43, down))
(q, mA43, g, 43/44, (q, mA44, up g))
(q, mA43, g, 1/44, \top)
(qBack, mA44, g, 1, (qBack, mA44, down))
(q, mA44, g, 44/45, (q, mA45, up g))
(q, mA44, g, 1/45, \top)
(qBack, mA45, g, 1, (qBack, mA45, down))
(q, mA45, g, 45/46, (q, mA46, up g))
(q, mA45, g, 1/46, \top)
(qBack, mA46, g, 1, (qBack, mA46, down))
(q, mA46, g, 46/47, (q, mA47, up g))
(q, mA46, g, 1/47, \top)
(qBack, mA47, g, 1, (qBack, mA47, down))
(q, mA47, g, 47/48, (q, mA48, up g))
(q, mA47, g, 1/48, \top)
(qBack, mA48, g, 1, (qBack, mA48, down))
(q, mA48, g, 48/49, (q, mA49, up g))
(q, mA48, g, 1/49, \top)
(qBack, mA49, g, 1, (qBack, mA49, down))
(q, mA49, g, 49/50, (q, mA50, up g))
(q, mA49, g, 1/50, \top)
(qBack, mA50, g, 1, (qBack, mA50, down))
(q, mA50, g, 50/51, (q, mA51, up g))
(q, mA50, g, 1/51, \top)
(qBack, mA51, g, 1, (qBack, mA51, down))
(q, mA51, g, 51/52, (q, mA52, up g))
(q, mA51, g, 1/52, \top)
(qBack, mA52, g, 1, (qBack, mA52, down))
(q, mA52, g, 52/53, (q, mA53, up g))
(q, mA52, g, 1/53, \top)
(qBack, mA53, g, 1, (qBack, mA53, down))
(q, mA53, g, 53/54, (q, mA54, up g))
(q, mA53, g, 1/54, \top)
(qBack, mA54, g, 1, (qBack, mA54, down))
(q, mA54, g, 54/55, (q, mA55, up g))
(q, mA54, g, 1/55, \top)
(qBack, mA55, g, 1, (qBack, mA55, down))
(q, mA55, g, 55/56, (q, mA56, up g))
(q, mA55, g, 1/56, \top)
(qBack, mA56, g, 1, (qBack, mA56, down))
(q, mA56, g, 56/57, (q, mA57, up g))
(q, mA56, g, 1/57, \top)
(qBack, mA57, g, 1, (qBack, mA57, down))
(q, mA57, g, 57/58, (q, mA58, up g))
(q, mA57, g, 1/58, \top)
(qBack, mA58, g, 1, (qBack, mA58, down))
(q, mA58, g, 58/59, (q, mA59, up g))
(q, mA58, g, 1/59, \top)
(qBack, mA59, g, 1, (qBack, mA59, down))
(q, mA59, g, 59/60, (q, mA60, up g))
(q, mA59, g, 1/60, \top)
(qBack, mA60, g, 1, (qBack, mA60, down))
(q, mA60, g, 60/61, (q, mA61, up g))
(q, mA60, g, 1/61, \top)
(qBack, mA61, g, 1, (qBack, mA61, down))
(q, mA61, g, 61/62, (q, mA62, up g))
(q, mA61, g, 1/62, \top)
(qBack, mA62, g, 1, (qBack, mA62, down))
(q, mA62, g, 62/63, (q, mA63, up g))
(q, mA62, g, 1/63, \top)
(qBack, mA63, g, 1, (qBack, mA63, down))
(q, mA63, g, 63/64, (q, mA64, up g))
(q, mA63, g, 1/64, \top)
(qBack, mA64, g, 1, (qBack, mA64, down))
(q, mA64, g, 64/65, (q, mA65, up g))
(q, mA64, g, 1/65, \top)
(qBack, mA65, g, 1, (qBack, mA65, down))
(q, mA65, g, 65/66, (q, mA66, up g))
(q, mA65, g, 1/66, \top)
(qBack, mA66, g, 1, (qBack, mA66, down))
(q, mA66, g, 66/67, (q, mA67, up g))
(q, mA66, g, 1/67, \top)
(qBack, mA67, g, 1, (qBack, mA67, down))
(q, mA67, g, 67/68, (q, mA68, up g))
(q, mA67, g, 1/68, \top)
(qBack, mA68, g, 1, (qBack, mA68, down))
(q, mA68, g, 68/69, (q, mA69, up g))
(q, mA68, g, 1/69, \top)
(qBack, mA69, g, 1, (qBack, mA69, down))
(q, mA69, g, 69/70, (q, mA70, up g))
(q, mA69, g, 1/70, \top)
(qBack, mA70, g, 1, (qBack, mA70, down))
(q, mA70, g, 70/71, (q, mA71, up g))
(q, mA70, g, 1/71, \top)
(qBack, mA71, g, 1, (qBack, mA71, down))
(q, mA71, g, 71/72, (q, mA72, up g))
(q, mA71, g, 1/72, \top)
(qBack, mA72, g, 1, (qBack, mA72, down))
(q, mA72, g, 72/73, (q, mA73, up g))
(q, mA72, g, 1/73, \top)
(qBack, mA73, g, 1, (qBack, mA73, down))
(q, mA73, g, 73/74, (q, mA74, up g))
(q, mA73, g, 1/74, \top)
(qBack, mA74, g, 1, (qBack, mA74, down))
(q, mA74, g, 74/75, (q, mA75, up g))
(q, mA74, g, 1/75, \top)
(qBack, mA75, g, 1, (qBack, mA75, down))
(q, mA75, g, 75/76, (q, mA76, up g))
(q, mA75, g, 1/76, \top)
(qBack, mA76, g, 1, (qBack, mA76, down))
(q, mA76, g, 76/77, (q, mA77, up g))
(q, mA76, g, 1/77, \top)
(qBack, mA77, g, 1, (qBack, mA77, down))
(q, mA77, g, 77/78, (q, mA78, up g))
(q, mA77, g, 1/78, \top)
(qBack, mA78, g, 1, (qBack, mA78, down))
(q, mA78, g, 78/79, (q, mA79, up g))
(q, mA78, g, 1/79, \top)
(qBack, mA79, g, 1, (qBack, mA79, down))
(q, mA79, g, 79/80, (q, mA80, up g))
(q, mA79, g, 1/80, \top)
(qBack, mA80, g, 1, (qBack, mA80, down))
(q, mA80, g, 80/81, (q, mA81, up g))
(q, mA80, g, 1/81, \top)
(qBack, mA81, g, 1, (qBack, mA81, down))
(q, mA81, g, 81/82, (q, mA82, up g))
(q, mA81, g, 1/82, \top)
(qBack, mA82, g, 1, (qBack, mA82, down))
(q, mA82, g, 82/83, (q, mA83, up g))
(q, mA82, g, 1/83, \top)
(qBack, mA83, g, 1, (qBack, mA83, down))
(q, mA83, g, 83/84, (q, mA84, up g))
(q, mA83, g, 1/84, \top)
(qBack, mA84, g, 1, (qBack, mA84, down))
(q, mA84, g, 84/85, (q, mA85, up g))
(q, mA84, g, 1/85, \top)
(qBack, mA85, g, 1, (qBack, mA85, down))
(q, mA85, g, 85/86, (q, mA86, up g))
(q, mA85, g, 1/86, \top)
(qBack, mA86, g, 1, (qBack, mA86, down))
(q, mA86, g, 86/87, (q, mA87, up g))
(q, mA86, g, 1/87, \top)
(qBack, mA87, g, 1, (qBack, mA87, down))
(q, mA87, g, 87/88, (q, mA88, up g))
(q, mA87, g, 1/88, \top)
(qBack, mA88, g, 1, (qBack, mA88, down))
(q, mA88, g, 88/89, (q, mA89, up g))
(q, mA88, g, 1/89, \top)
(qBack, mA89, g, 1, (qBack, mA89, down))
(q, mA89, g, 89/90, (q, mA90, up g))
(q, mA89, g, 1/90, \top)
(qBack, mA90, g, 1, (qBack, mA90, down))
(q, mA90, g, 90/91, (q, mA91, up g))
(q, mA90, g, 1/91, \top)
(qBack, mA91, g, 1, (qBack, mA91, down))
(q, mA91, g, 91/92, (q, mA92, up g))
(q, mA91, g, 1/92, \top)
(qBack, mA92, g, 1, (qBack, mA92, down))
(q, mA92, g, 92/93, (q, mA93, up g))
(q, mA92, g, 1/93, \top)
(qBack, mA93, g, 1, (qBack, mA93, down))
(q, mA93, g, 93/94, (q, mA94, up g))
(q, mA93, g, 1/94, \top)
(qBack, mA94, g, 1, (qBack, mA94, down))
(q, mA94, g, 94/95, (q, mA95, up g))
(q, mA94, g, 1/95, \top)
(qBack, mA95, g, 1, (qBack, mA95, down))
(q, mA95, g, 95/96, (q, mA96, up g))
(q, mA95, g, 1/96, \top)
(qBack, mA96, g, 1, (qBack, mA96, down))
(q, mA96, g, 96/97, (q, mA97, up g))
(q, mA96, g, 1/97, \top)
(qBack, mA97, g, 1, (qBack, mA97, down))
(q, mA97, g, 97/98, (q, mA98, up g))
(q, mA97, g, 1/98, \top)
(qBack, mA98, g, 1, (qBack, mA98, down))
(q, mA98, g, 98/99, (q, mA99, up g))
(q, mA98, g, 1/99, \top)
(qBack, mA99, g, 1, (qBack, mA99, down))
(q, mA99, g, 99/100, (q, mA100, up g))
(q, mA99, g, 1/100, \top)
(qBack, mA100, g, 1, (qBack, mA100, down))
(q, mA100, g, 100/101, (q, mA101, up g))
(q, mA100, g, 1/101, \top)
(qBack, mA101, g, 1, (qBack, mA101, down))
(q, mA101, g, 101/102, (q, mA102, up g))
(q, mA101, g, 1/102, \top)
(qBack, mA102, g, 1, (qBack, mA102, down))
(q, mA102, g, 102/103, (q, mA103, up g))
(q, mA102, g, 1/103, \top)
(qBack, mA103, g, 1, (qBack, mA103, down))
(q, mA103, g, 103/104, (q, mA104, up g))
(q, mA103, g, 1/104, \top)
(qBack, mA104, g, 1, (qBack, mA104, down))
(q, mA104, g, 104/105, (q, mA105, up g))
(q, mA104, g, 1/105, \top)
(qBack, mA105, g, 1, (qBack, mA105, down))
(q, mA105, g, 105/106, (q, mA106, up g))
(q, mA105, g, 1/106, \top)
(qBack, mA106, g, 1, (qBack, mA106, down))
(q, mA106, g, 106/107, (q, mA107, up g))
(q, mA106, g, 1/107, \top)
(qBack, mA107, g, 1, (qBack, mA107, down))
(q, mA107, g, 107/108, (q, mA108, up g))
(q, mA107, g, 1/108, \top)
(qBack, mA108, g, 1, (qBack, mA108, down))
(q, mA108, g, 108/109, (q, mA109, up g))
(q, mA108, g, 1/109, \top)
(qBack, mA109, g, 1, (qBack, mA109, down))
(q, mA109, g, 109/110, (q, mA110, up g))
(q, mA109, g, 1/110, \top)
(qBack, mA110, g, 1, (qBack, mA110, down))
(q, mA110, g, 110/111, (q, mA111, up g))
(q, mA110, g, 1/111, \top)
(qBack, mA111, g, 1, (qBack, mA111, down))
(q, mA111, g, 111/112, (q, mA112, up g))
(q, mA111, g, 1/112, \top)
(qBack, mA112, g, 1, (qBack, mA112, down))
(q, mA112, g, 112/113, (q, mA113, up g))
(q, mA112, g, 1/113, \top)
(qBack, mA113, g, 1, (qBack, mA113, down))
(q, mA113, g, 113/114, (q, mA114, up g))
(q, mA113, g, 1/114, \top)
(qBack, mA114, g, 1, (qBack, mA114, down))
(q, mA114, g, 114/115, (q, mA115, up g))
(q, mA114, g, 1/115, \top)
(qBack, mA115, g, 1, (qBack, mA115, down))
(q, mA115, g, 115/116, (q, mA116, up g))
(q, mA115, g, 1/116, \top)
(qBack, mA116, g, 1, (qBack, mA116, down))
(q, mA116, g, 116/117, (q, mA117, up g))
(q, mA116, g, 1/117, \top)
(qBack, mA117, g, 1, (qBack, mA117, down))
(q, mA117, g, 117/118, (q, mA118, up g))
(q, mA117, g, 1/118, \top)
(qBack, mA118, g, 1, (qBack, mA118, down))
(q, mA118, g, 118/119, (q, mA119, up g))
(q, mA118, g, 1/119, \top)
(qBack, mA119, g, 1, (qBack, mA119, down))
(q, mA119, g, 119/120, (q, mA120, up g))
(q, mA119, g, 1/120, \top)
(qBack, mA120, g, 1, (qBack, mA120, down))
(q, mA120, g, 120/121, (q, mA121, up g))
(q, mA120, g, 1/121, \top)
(qBack, mA121, g, 1, (qBack, mA121, down))
(q, mA121, g, 121/122, (q, mA122, up g))
(q, mA121, g, 1/122, \top)
(qBack, mA122, g, 1, (qBack, mA122, down))
(q, mA122, g, 122/123, (q, mA123, up g))
(q, mA122, g, 1/123, \top)
(qBack, mA123, g, 1, (qBack, mA123, down))
(q, mA123, g, 123/124, (q, mA124, up g))
(q, mA123, g, 1/124, \top)
(qBack, mA124, g, 1, (qBack, mA124, down))
(q, mA124, g, 124/125, (q, mA125, up g))
(q, mA124, g, 1/125, \top)
(qBack, mA125, g, 1, (qBack, mA125, down))
(q, mA125, g, 125/126, (q, mA126, up g))
(q, mA125, g, 1/126, \top)
(qBack, mA126, g, 1, (qBack, mA126, down))
(q, mA126, g, 126/127, (q, mA127, up g))
(q, mA126, g, 1/127, \top)
(qBack, mA127, g, 1, (qBack, mA127, down))
(q, mA127, g, 127/128, (q, mA128, up g))
(q, mA127, g, 1/128, \top)
(qBack, mA128, g, 1, (qBack, mA128, down))
(q, mA128, g, 128/129, (q, mA129, up g))
(q, mA128, g, 1/129, \top)
(qBack, mA129, g, 1, (qBack, mA129, down))
(q, mA129, g, 129/130, (q, mA130, up g))
(q, mA129, g, 1/130, \top)
(qBack, mA130, g, 1, (qBack, mA130, down))
(q, mA130, g, 130/131, (q, mA131, up g))
(q, mA130, g, 1/131, \top)
(qBack, mA131, g, 1, (qBack, mA131, down))
(q, mA131, g, 131/132, (q, mA132, up g))
(q, mA131, g, 1/132, \top)
(qBack, mA132, g, 1, (qBack, mA132, down))
