
%BEGIN rPTSA config
restriction := 200
q0 := q
m0 := m0
gamma0 := root
%END rPTSA config
    
%BEGIN rPTSA rules
(q, m0, root, 1, (q, m1, up gL))
(q, m54, root, 1, (q, m55, up gL))
(q, m55, root, 1, (q, m56, up gL))
(q, m56, root, 1, (q, m57, up gL))
(q, m57, root, 1, (q, m58, up gL))
(q, m58, root, 1, (q, m59, up gL))
(q, m59, root, 1, (q, m60, up gL))
(q, m60, root, 1, (q, m61, up gL))
(q, m61, root, 1, (q, m62, up gL))
(q, m62, root, 1, (q, m63, up gL))
(q, m63, root, 1, (q, m64, up gL))
(q, m64, root, 1, (q, m65, up gL))
(q, m65, root, 1, (q, m66, up gL))
(q, m66, root, 1, (q, m67, up gL))
(q, m67, root, 1, (q, m68, up gL))
(q, m68, root, 1, (q, m69, up gL))
(q, m69, root, 1, (q, m70, up gL))
(q, m70, root, 1, (q, m71, up gL))
(q, m71, root, 1, (q, m72, up gL))
(q, m72, root, 1, (q, m73, up gL))
(q, m73, root, 1, (q, m74, up gL))
(q, m74, root, 1, (q, m75, up gL))
(q, m75, root, 1, (q, m76, up gL))
(q, m76, root, 1, (q, m77, up gL))
(q, m77, root, 1, (q, m78, up gL))
(q, m78, root, 1, (q, m79, up gL))
(q, m79, root, 1, (q, m80, up gL))
(q, m80, root, 1, (q, m81, up gL))
(q, m81, root, 1, (q, m82, up gL))
(q, m82, root, 1, (q, m83, up gL))
(q, m83, root, 1, (q, m84, up gL))
(q, m84, root, 1, (q, m85, up gL))
(q, m85, root, 1, (q, m86, up gL))
(q, m86, root, 1, (q, m87, up gL))
(q, m87, root, 1, (q, m88, up gL))
(q, m88, root, 1, (q, m89, up gL))
(q, m89, root, 1, (q, m90, up gL))
(q, m90, root, 1, (q, m91, up gL))
(q, m91, root, 1, (q, m92, up gL))
(q, m92, root, 1, (q, m93, up gL))
(q, m93, root, 1, (q, m94, up gL))
(q, m94, root, 1, (q, m95, up gL))
(q, m95, root, 1, (q, m96, up gL))
(q, m96, root, 1, (q, m97, up gL))
(q, m97, root, 1, (q, m98, up gL))
(q, m98, root, 1, (q, m99, up gL))
(q, m99, root, 1, (q, m100, up gL))
(q, m100, root, 1, (q, m101, up gL))
(q, m101, root, 1, (q, m102, up gL))
(q, m102, root, 1, (q, m103, up gL))
(q, m103, root, 1, (q, m104, up gL))
(q, m104, root, 1, (q, m105, up gL))
(q, m105, root, 1, (q, m106, up gL))
(q, m106, root, 1, (q, m107, up gL))
(q, m107, root, 1, (q, m108, up gL))
(q, m108, root, 1, (q, m109, up gL))
(q, m109, root, 1, (q, m110, up gL))
(q, m110, root, 1, (q, m111, up gL))
(q, m111, root, 1, (q, m112, up gL))
(q, m112, root, 1, (q, m113, up gL))
(q, m113, root, 1, (q, m114, up gL))
(q, m114, root, 1, (q, m115, up gL))
(q, m115, root, 1, (q, m116, up gL))
(q, m116, root, 1, (q, m117, up gL))
(q, m117, root, 1, (q, m118, up gL))
(q, m118, root, 1, (q, m119, up gL))
(q, m119, root, 1, (q, m120, up gL))
(q, m120, root, 1, (q, m121, up gL))
(q, m121, root, 1, (q, m122, up gL))
(q, m122, root, 1, (q, m123, up gL))
(q, m123, root, 1, (q, m124, up gL))
(q, m124, root, 1, (q, m125, up gL))
(q, m125, root, 1, (q, m126, up gL))
(q, m126, root, 1, (q, m127, up gL))
(q, m127, root, 1, (q, m128, up gL))
(q, m128, root, 1, (q, m129, up gL))
(q, m129, root, 1, (q, m130, up gL))
(q, m130, root, 1, (q, m131, up gL))
(q, m131, root, 1, (q, m132, up gL))
(q, m132, root, 1, (q, m133, up gL))
(q, m133, root, 1, (q, m134, up gL))
(q, m134, root, 1, (q, m135, up gL))
(q, m135, root, 1, (q, m136, up gL))
(q, m136, root, 1, (q, m137, up gL))
(q, m137, root, 1, (q, m138, up gL))
(q, m138, root, 1, (q, m139, up gL))
(q, m139, root, 1, (q, m140, up gL))
(q, m140, root, 1, (q, m141, up gL))
(q, m141, root, 1, (q, m142, up gL))
(q, m142, root, 1, (q, m143, up gL))
(q, m143, root, 1, (q, m144, up gL))
(q, m144, root, 1, (q, m145, up gL))
(q, m145, root, 1, (q, m146, up gL))
(q, m146, root, 1, (q, m147, up gL))
(q, m147, root, 1, (q, m148, up gL))
(q, m148, root, 1, (q, m149, up gL))
(q, m149, root, 1, (q, m150, up gL))
(q, m150, root, 1, (q, m151, up gL))
(q, m151, root, 1, (q, m152, up gL))
(q, m152, root, 1, (q, m153, up gL))
(q, m153, root, 1, (q, m154, up gL))
(q, m154, root, 1, (q, m155, up gL))
(q, m155, root, 1, (q, m156, up gL))
(q, m156, root, 1, (q, m157, up gL))
(q, m157, root, 1, (q, m158, up gL))
(q, m158, root, 1, (q, m159, up gL))
(q, m159, root, 1, (q, m160, up gL))
(q, m160, root, 1, (q, m161, up gL))
(q, m161, root, 1, (q, m162, up gL))
(q, m162, root, 1, (q, m163, up gL))
(q, m163, root, 1, (q, m164, up gL))
(q, m164, root, 1, (q, m165, up gL))
(q, m165, root, 1, (q, m166, up gL))
(q, m166, root, 1, (q, m167, up gL))
(q, m167, root, 1, (q, m168, up gL))
(q, m168, root, 1, (q, m169, up gL))
(q, m169, root, 1, (q, m170, up gL))
(q, m170, root, 1, (q, m171, up gL))
(q, m171, root, 1, (q, m172, up gL))
(q, m172, root, 1, (q, m173, up gL))
(q, m173, root, 1, (q, m174, up gL))
(q, m174, root, 1, (q, m175, up gL))
(q, m175, root, 1, (q, m176, up gL))
(q, m176, root, 1, (q, m177, up gL))
(q, m177, root, 1, (q, m178, up gL))
(q, m178, root, 1, (q, m179, up gL))
(q, m179, root, 1, (q, m180, up gL))
(q, m180, root, 1, (q, m181, up gL))
(q, m181, root, 1, (q, m182, up gL))
(q, m182, root, 1, (q, m183, up gL))
(q, m183, root, 1, (q, m184, up gL))
(q, m184, root, 1, (q, m185, up gL))
(q, m185, root, 1, (q, m186, up gL))
(q, m186, root, 1, (q, m187, up gL))
(q, m187, root, 1, (q, m188, up gL))
(q, m188, root, 1, (q, m189, up gL))
(q, m189, root, 1, (q, m190, up gL))
(q, m190, root, 1, (q, m191, up gL))
(q, m191, root, 1, (q, m192, up gL))
(q, m192, root, 1, (q, m193, up gL))
(q, m193, root, 1, (q, m194, up gL))
(q, m194, root, 1, (q, m195, up gL))
(q, m195, root, 1, (q, m196, up gL))
(q, m196, root, 1, (q, m197, up gL))
(q, m197, root, 1, (q, m198, up gL))
(q, m198, root, 1, (q, m199, up gL))
(q, m199, root, 1, (q, m200, up gL))
(q, m200, root, 1, \top)
(q, m0, gL, 1/3, (q, visited_left, up gL))
(q, m0, gL, 1 - 1/3, (q, leaf, down))
(q, to_revisit, gL, 1, (q, visited_left, up gL))
(q, visited_left, gL, 1, (q, visited_right, up gR))
(q, visited_right, gL, 1, (q, to_revisit, down))
(q, leaf, gL, 1, (q, leaf, down))
(q, m0, gR, 1/3, (q, visited_left, up gL))
(q, m0, gR, 1 - 1/3, (q, leaf, down))
(q, to_revisit, gR, 1, (q, visited_left, up gL))
(q, visited_left, gR, 1, (q, visited_right, up gR))
(q, visited_right, gR, 1, (q, to_revisit, down))
(q, leaf, gR, 1, (q, leaf, down))
%END rPTSA rules
