
%BEGIN rPTSA config
restriction := 1000
q0 := q
m0 := m0
gamma0 := root
%END rPTSA config
    
%BEGIN rPTSA rules
(q, m0, root, 1, (q, m1, up gL))
(q, m54, root, 1, (q, m55, up gL))
(q, m55, root, 1, (q, m56, up gL))
(q, m56, root, 1, (q, m57, up gL))
(q, m57, root, 1, (q, m58, up gL))
(q, m58, root, 1, (q, m59, up gL))
(q, m59, root, 1, (q, m60, up gL))
(q, m60, root, 1, (q, m61, up gL))
(q, m61, root, 1, (q, m62, up gL))
(q, m62, root, 1, (q, m63, up gL))
(q, m63, root, 1, (q, m64, up gL))
(q, m64, root, 1, (q, m65, up gL))
(q, m65, root, 1, (q, m66, up gL))
(q, m66, root, 1, (q, m67, up gL))
(q, m67, root, 1, (q, m68, up gL))
(q, m68, root, 1, (q, m69, up gL))
(q, m69, root, 1, (q, m70, up gL))
(q, m70, root, 1, (q, m71, up gL))
(q, m71, root, 1, (q, m72, up gL))
(q, m72, root, 1, (q, m73, up gL))
(q, m73, root, 1, (q, m74, up gL))
(q, m74, root, 1, (q, m75, up gL))
(q, m75, root, 1, (q, m76, up gL))
(q, m76, root, 1, (q, m77, up gL))
(q, m77, root, 1, (q, m78, up gL))
(q, m78, root, 1, (q, m79, up gL))
(q, m79, root, 1, (q, m80, up gL))
(q, m80, root, 1, (q, m81, up gL))
(q, m81, root, 1, (q, m82, up gL))
(q, m82, root, 1, (q, m83, up gL))
(q, m83, root, 1, (q, m84, up gL))
(q, m84, root, 1, (q, m85, up gL))
(q, m85, root, 1, (q, m86, up gL))
(q, m86, root, 1, (q, m87, up gL))
(q, m87, root, 1, (q, m88, up gL))
(q, m88, root, 1, (q, m89, up gL))
(q, m89, root, 1, (q, m90, up gL))
(q, m90, root, 1, (q, m91, up gL))
(q, m91, root, 1, (q, m92, up gL))
(q, m92, root, 1, (q, m93, up gL))
(q, m93, root, 1, (q, m94, up gL))
(q, m94, root, 1, (q, m95, up gL))
(q, m95, root, 1, (q, m96, up gL))
(q, m96, root, 1, (q, m97, up gL))
(q, m97, root, 1, (q, m98, up gL))
(q, m98, root, 1, (q, m99, up gL))
(q, m99, root, 1, (q, m100, up gL))
(q, m100, root, 1, (q, m101, up gL))
(q, m101, root, 1, (q, m102, up gL))
(q, m102, root, 1, (q, m103, up gL))
(q, m103, root, 1, (q, m104, up gL))
(q, m104, root, 1, (q, m105, up gL))
(q, m105, root, 1, (q, m106, up gL))
(q, m106, root, 1, (q, m107, up gL))
(q, m107, root, 1, (q, m108, up gL))
(q, m108, root, 1, (q, m109, up gL))
(q, m109, root, 1, (q, m110, up gL))
(q, m110, root, 1, (q, m111, up gL))
(q, m111, root, 1, (q, m112, up gL))
(q, m112, root, 1, (q, m113, up gL))
(q, m113, root, 1, (q, m114, up gL))
(q, m114, root, 1, (q, m115, up gL))
(q, m115, root, 1, (q, m116, up gL))
(q, m116, root, 1, (q, m117, up gL))
(q, m117, root, 1, (q, m118, up gL))
(q, m118, root, 1, (q, m119, up gL))
(q, m119, root, 1, (q, m120, up gL))
(q, m120, root, 1, (q, m121, up gL))
(q, m121, root, 1, (q, m122, up gL))
(q, m122, root, 1, (q, m123, up gL))
(q, m123, root, 1, (q, m124, up gL))
(q, m124, root, 1, (q, m125, up gL))
(q, m125, root, 1, (q, m126, up gL))
(q, m126, root, 1, (q, m127, up gL))
(q, m127, root, 1, (q, m128, up gL))
(q, m128, root, 1, (q, m129, up gL))
(q, m129, root, 1, (q, m130, up gL))
(q, m130, root, 1, (q, m131, up gL))
(q, m131, root, 1, (q, m132, up gL))
(q, m132, root, 1, (q, m133, up gL))
(q, m133, root, 1, (q, m134, up gL))
(q, m134, root, 1, (q, m135, up gL))
(q, m135, root, 1, (q, m136, up gL))
(q, m136, root, 1, (q, m137, up gL))
(q, m137, root, 1, (q, m138, up gL))
(q, m138, root, 1, (q, m139, up gL))
(q, m139, root, 1, (q, m140, up gL))
(q, m140, root, 1, (q, m141, up gL))
(q, m141, root, 1, (q, m142, up gL))
(q, m142, root, 1, (q, m143, up gL))
(q, m143, root, 1, (q, m144, up gL))
(q, m144, root, 1, (q, m145, up gL))
(q, m145, root, 1, (q, m146, up gL))
(q, m146, root, 1, (q, m147, up gL))
(q, m147, root, 1, (q, m148, up gL))
(q, m148, root, 1, (q, m149, up gL))
(q, m149, root, 1, (q, m150, up gL))
(q, m150, root, 1, (q, m151, up gL))
(q, m151, root, 1, (q, m152, up gL))
(q, m152, root, 1, (q, m153, up gL))
(q, m153, root, 1, (q, m154, up gL))
(q, m154, root, 1, (q, m155, up gL))
(q, m155, root, 1, (q, m156, up gL))
(q, m156, root, 1, (q, m157, up gL))
(q, m157, root, 1, (q, m158, up gL))
(q, m158, root, 1, (q, m159, up gL))
(q, m159, root, 1, (q, m160, up gL))
(q, m160, root, 1, (q, m161, up gL))
(q, m161, root, 1, (q, m162, up gL))
(q, m162, root, 1, (q, m163, up gL))
(q, m163, root, 1, (q, m164, up gL))
(q, m164, root, 1, (q, m165, up gL))
(q, m165, root, 1, (q, m166, up gL))
(q, m166, root, 1, (q, m167, up gL))
(q, m167, root, 1, (q, m168, up gL))
(q, m168, root, 1, (q, m169, up gL))
(q, m169, root, 1, (q, m170, up gL))
(q, m170, root, 1, (q, m171, up gL))
(q, m171, root, 1, (q, m172, up gL))
(q, m172, root, 1, (q, m173, up gL))
(q, m173, root, 1, (q, m174, up gL))
(q, m174, root, 1, (q, m175, up gL))
(q, m175, root, 1, (q, m176, up gL))
(q, m176, root, 1, (q, m177, up gL))
(q, m177, root, 1, (q, m178, up gL))
(q, m178, root, 1, (q, m179, up gL))
(q, m179, root, 1, (q, m180, up gL))
(q, m180, root, 1, (q, m181, up gL))
(q, m181, root, 1, (q, m182, up gL))
(q, m182, root, 1, (q, m183, up gL))
(q, m183, root, 1, (q, m184, up gL))
(q, m184, root, 1, (q, m185, up gL))
(q, m185, root, 1, (q, m186, up gL))
(q, m186, root, 1, (q, m187, up gL))
(q, m187, root, 1, (q, m188, up gL))
(q, m188, root, 1, (q, m189, up gL))
(q, m189, root, 1, (q, m190, up gL))
(q, m190, root, 1, (q, m191, up gL))
(q, m191, root, 1, (q, m192, up gL))
(q, m192, root, 1, (q, m193, up gL))
(q, m193, root, 1, (q, m194, up gL))
(q, m194, root, 1, (q, m195, up gL))
(q, m195, root, 1, (q, m196, up gL))
(q, m196, root, 1, (q, m197, up gL))
(q, m197, root, 1, (q, m198, up gL))
(q, m198, root, 1, (q, m199, up gL))
(q, m199, root, 1, (q, m200, up gL))
(q, m200, root, 1, (q, m201, up gL))
(q, m201, root, 1, (q, m202, up gL))
(q, m202, root, 1, (q, m203, up gL))
(q, m203, root, 1, (q, m204, up gL))
(q, m204, root, 1, (q, m205, up gL))
(q, m205, root, 1, (q, m206, up gL))
(q, m206, root, 1, (q, m207, up gL))
(q, m207, root, 1, (q, m208, up gL))
(q, m208, root, 1, (q, m209, up gL))
(q, m209, root, 1, (q, m210, up gL))
(q, m210, root, 1, (q, m211, up gL))
(q, m211, root, 1, (q, m212, up gL))
(q, m212, root, 1, (q, m213, up gL))
(q, m213, root, 1, (q, m214, up gL))
(q, m214, root, 1, (q, m215, up gL))
(q, m215, root, 1, (q, m216, up gL))
(q, m216, root, 1, (q, m217, up gL))
(q, m217, root, 1, (q, m218, up gL))
(q, m218, root, 1, (q, m219, up gL))
(q, m219, root, 1, (q, m220, up gL))
(q, m220, root, 1, (q, m221, up gL))
(q, m221, root, 1, (q, m222, up gL))
(q, m222, root, 1, (q, m223, up gL))
(q, m223, root, 1, (q, m224, up gL))
(q, m224, root, 1, (q, m225, up gL))
(q, m225, root, 1, (q, m226, up gL))
(q, m226, root, 1, (q, m227, up gL))
(q, m227, root, 1, (q, m228, up gL))
(q, m228, root, 1, (q, m229, up gL))
(q, m229, root, 1, (q, m230, up gL))
(q, m230, root, 1, (q, m231, up gL))
(q, m231, root, 1, (q, m232, up gL))
(q, m232, root, 1, (q, m233, up gL))
(q, m233, root, 1, (q, m234, up gL))
(q, m234, root, 1, (q, m235, up gL))
(q, m235, root, 1, (q, m236, up gL))
(q, m236, root, 1, (q, m237, up gL))
(q, m237, root, 1, (q, m238, up gL))
(q, m238, root, 1, (q, m239, up gL))
(q, m239, root, 1, (q, m240, up gL))
(q, m240, root, 1, (q, m241, up gL))
(q, m241, root, 1, (q, m242, up gL))
(q, m242, root, 1, (q, m243, up gL))
(q, m243, root, 1, (q, m244, up gL))
(q, m244, root, 1, (q, m245, up gL))
(q, m245, root, 1, (q, m246, up gL))
(q, m246, root, 1, (q, m247, up gL))
(q, m247, root, 1, (q, m248, up gL))
(q, m248, root, 1, (q, m249, up gL))
(q, m249, root, 1, (q, m250, up gL))
(q, m250, root, 1, (q, m251, up gL))
(q, m251, root, 1, (q, m252, up gL))
(q, m252, root, 1, (q, m253, up gL))
(q, m253, root, 1, (q, m254, up gL))
(q, m254, root, 1, (q, m255, up gL))
(q, m255, root, 1, (q, m256, up gL))
(q, m256, root, 1, (q, m257, up gL))
(q, m257, root, 1, (q, m258, up gL))
(q, m258, root, 1, (q, m259, up gL))
(q, m259, root, 1, (q, m260, up gL))
(q, m260, root, 1, (q, m261, up gL))
(q, m261, root, 1, (q, m262, up gL))
(q, m262, root, 1, (q, m263, up gL))
(q, m263, root, 1, (q, m264, up gL))
(q, m264, root, 1, (q, m265, up gL))
(q, m265, root, 1, (q, m266, up gL))
(q, m266, root, 1, (q, m267, up gL))
(q, m267, root, 1, (q, m268, up gL))
(q, m268, root, 1, (q, m269, up gL))
(q, m269, root, 1, (q, m270, up gL))
(q, m270, root, 1, (q, m271, up gL))
(q, m271, root, 1, (q, m272, up gL))
(q, m272, root, 1, (q, m273, up gL))
(q, m273, root, 1, (q, m274, up gL))
(q, m274, root, 1, (q, m275, up gL))
(q, m275, root, 1, (q, m276, up gL))
(q, m276, root, 1, (q, m277, up gL))
(q, m277, root, 1, (q, m278, up gL))
(q, m278, root, 1, (q, m279, up gL))
(q, m279, root, 1, (q, m280, up gL))
(q, m280, root, 1, (q, m281, up gL))
(q, m281, root, 1, (q, m282, up gL))
(q, m282, root, 1, (q, m283, up gL))
(q, m283, root, 1, (q, m284, up gL))
(q, m284, root, 1, (q, m285, up gL))
(q, m285, root, 1, (q, m286, up gL))
(q, m286, root, 1, (q, m287, up gL))
(q, m287, root, 1, (q, m288, up gL))
(q, m288, root, 1, (q, m289, up gL))
(q, m289, root, 1, (q, m290, up gL))
(q, m290, root, 1, (q, m291, up gL))
(q, m291, root, 1, (q, m292, up gL))
(q, m292, root, 1, (q, m293, up gL))
(q, m293, root, 1, (q, m294, up gL))
(q, m294, root, 1, (q, m295, up gL))
(q, m295, root, 1, (q, m296, up gL))
(q, m296, root, 1, (q, m297, up gL))
(q, m297, root, 1, (q, m298, up gL))
(q, m298, root, 1, (q, m299, up gL))
(q, m299, root, 1, (q, m300, up gL))
(q, m300, root, 1, (q, m301, up gL))
(q, m301, root, 1, (q, m302, up gL))
(q, m302, root, 1, (q, m303, up gL))
(q, m303, root, 1, (q, m304, up gL))
(q, m304, root, 1, (q, m305, up gL))
(q, m305, root, 1, (q, m306, up gL))
(q, m306, root, 1, (q, m307, up gL))
(q, m307, root, 1, (q, m308, up gL))
(q, m308, root, 1, (q, m309, up gL))
(q, m309, root, 1, (q, m310, up gL))
(q, m310, root, 1, (q, m311, up gL))
(q, m311, root, 1, (q, m312, up gL))
(q, m312, root, 1, (q, m313, up gL))
(q, m313, root, 1, (q, m314, up gL))
(q, m314, root, 1, (q, m315, up gL))
(q, m315, root, 1, (q, m316, up gL))
(q, m316, root, 1, (q, m317, up gL))
(q, m317, root, 1, (q, m318, up gL))
(q, m318, root, 1, (q, m319, up gL))
(q, m319, root, 1, (q, m320, up gL))
(q, m320, root, 1, (q, m321, up gL))
(q, m321, root, 1, (q, m322, up gL))
(q, m322, root, 1, (q, m323, up gL))
(q, m323, root, 1, (q, m324, up gL))
(q, m324, root, 1, (q, m325, up gL))
(q, m325, root, 1, (q, m326, up gL))
(q, m326, root, 1, (q, m327, up gL))
(q, m327, root, 1, (q, m328, up gL))
(q, m328, root, 1, (q, m329, up gL))
(q, m329, root, 1, (q, m330, up gL))
(q, m330, root, 1, (q, m331, up gL))
(q, m331, root, 1, (q, m332, up gL))
(q, m332, root, 1, (q, m333, up gL))
(q, m333, root, 1, (q, m334, up gL))
(q, m334, root, 1, (q, m335, up gL))
(q, m335, root, 1, (q, m336, up gL))
(q, m336, root, 1, (q, m337, up gL))
(q, m337, root, 1, (q, m338, up gL))
(q, m338, root, 1, (q, m339, up gL))
(q, m339, root, 1, (q, m340, up gL))
(q, m340, root, 1, (q, m341, up gL))
(q, m341, root, 1, (q, m342, up gL))
(q, m342, root, 1, (q, m343, up gL))
(q, m343, root, 1, (q, m344, up gL))
(q, m344, root, 1, (q, m345, up gL))
(q, m345, root, 1, (q, m346, up gL))
(q, m346, root, 1, (q, m347, up gL))
(q, m347, root, 1, (q, m348, up gL))
(q, m348, root, 1, (q, m349, up gL))
(q, m349, root, 1, (q, m350, up gL))
(q, m350, root, 1, (q, m351, up gL))
(q, m351, root, 1, (q, m352, up gL))
(q, m352, root, 1, (q, m353, up gL))
(q, m353, root, 1, (q, m354, up gL))
(q, m354, root, 1, (q, m355, up gL))
(q, m355, root, 1, (q, m356, up gL))
(q, m356, root, 1, (q, m357, up gL))
(q, m357, root, 1, (q, m358, up gL))
(q, m358, root, 1, (q, m359, up gL))
(q, m359, root, 1, (q, m360, up gL))
(q, m360, root, 1, (q, m361, up gL))
(q, m361, root, 1, (q, m362, up gL))
(q, m362, root, 1, (q, m363, up gL))
(q, m363, root, 1, (q, m364, up gL))
(q, m364, root, 1, (q, m365, up gL))
(q, m365, root, 1, (q, m366, up gL))
(q, m366, root, 1, (q, m367, up gL))
(q, m367, root, 1, (q, m368, up gL))
(q, m368, root, 1, (q, m369, up gL))
(q, m369, root, 1, (q, m370, up gL))
(q, m370, root, 1, (q, m371, up gL))
(q, m371, root, 1, (q, m372, up gL))
(q, m372, root, 1, (q, m373, up gL))
(q, m373, root, 1, (q, m374, up gL))
(q, m374, root, 1, (q, m375, up gL))
(q, m375, root, 1, (q, m376, up gL))
(q, m376, root, 1, (q, m377, up gL))
(q, m377, root, 1, (q, m378, up gL))
(q, m378, root, 1, (q, m379, up gL))
(q, m379, root, 1, (q, m380, up gL))
(q, m380, root, 1, (q, m381, up gL))
(q, m381, root, 1, (q, m382, up gL))
(q, m382, root, 1, (q, m383, up gL))
(q, m383, root, 1, (q, m384, up gL))
(q, m384, root, 1, (q, m385, up gL))
(q, m385, root, 1, (q, m386, up gL))
(q, m386, root, 1, (q, m387, up gL))
(q, m387, root, 1, (q, m388, up gL))
(q, m388, root, 1, (q, m389, up gL))
(q, m389, root, 1, (q, m390, up gL))
(q, m390, root, 1, (q, m391, up gL))
(q, m391, root, 1, (q, m392, up gL))
(q, m392, root, 1, (q, m393, up gL))
(q, m393, root, 1, (q, m394, up gL))
(q, m394, root, 1, (q, m395, up gL))
(q, m395, root, 1, (q, m396, up gL))
(q, m396, root, 1, (q, m397, up gL))
(q, m397, root, 1, (q, m398, up gL))
(q, m398, root, 1, (q, m399, up gL))
(q, m399, root, 1, (q, m400, up gL))
(q, m400, root, 1, (q, m401, up gL))
(q, m401, root, 1, (q, m402, up gL))
(q, m402, root, 1, (q, m403, up gL))
(q, m403, root, 1, (q, m404, up gL))
(q, m404, root, 1, (q, m405, up gL))
(q, m405, root, 1, (q, m406, up gL))
(q, m406, root, 1, (q, m407, up gL))
(q, m407, root, 1, (q, m408, up gL))
(q, m408, root, 1, (q, m409, up gL))
(q, m409, root, 1, (q, m410, up gL))
(q, m410, root, 1, (q, m411, up gL))
(q, m411, root, 1, (q, m412, up gL))
(q, m412, root, 1, (q, m413, up gL))
(q, m413, root, 1, (q, m414, up gL))
(q, m414, root, 1, (q, m415, up gL))
(q, m415, root, 1, (q, m416, up gL))
(q, m416, root, 1, (q, m417, up gL))
(q, m417, root, 1, (q, m418, up gL))
(q, m418, root, 1, (q, m419, up gL))
(q, m419, root, 1, (q, m420, up gL))
(q, m420, root, 1, (q, m421, up gL))
(q, m421, root, 1, (q, m422, up gL))
(q, m422, root, 1, (q, m423, up gL))
(q, m423, root, 1, (q, m424, up gL))
(q, m424, root, 1, (q, m425, up gL))
(q, m425, root, 1, (q, m426, up gL))
(q, m426, root, 1, (q, m427, up gL))
(q, m427, root, 1, (q, m428, up gL))
(q, m428, root, 1, (q, m429, up gL))
(q, m429, root, 1, (q, m430, up gL))
(q, m430, root, 1, (q, m431, up gL))
(q, m431, root, 1, (q, m432, up gL))
(q, m432, root, 1, (q, m433, up gL))
(q, m433, root, 1, (q, m434, up gL))
(q, m434, root, 1, (q, m435, up gL))
(q, m435, root, 1, (q, m436, up gL))
(q, m436, root, 1, (q, m437, up gL))
(q, m437, root, 1, (q, m438, up gL))
(q, m438, root, 1, (q, m439, up gL))
(q, m439, root, 1, (q, m440, up gL))
(q, m440, root, 1, (q, m441, up gL))
(q, m441, root, 1, (q, m442, up gL))
(q, m442, root, 1, (q, m443, up gL))
(q, m443, root, 1, (q, m444, up gL))
(q, m444, root, 1, (q, m445, up gL))
(q, m445, root, 1, (q, m446, up gL))
(q, m446, root, 1, (q, m447, up gL))
(q, m447, root, 1, (q, m448, up gL))
(q, m448, root, 1, (q, m449, up gL))
(q, m449, root, 1, (q, m450, up gL))
(q, m450, root, 1, (q, m451, up gL))
(q, m451, root, 1, (q, m452, up gL))
(q, m452, root, 1, (q, m453, up gL))
(q, m453, root, 1, (q, m454, up gL))
(q, m454, root, 1, (q, m455, up gL))
(q, m455, root, 1, (q, m456, up gL))
(q, m456, root, 1, (q, m457, up gL))
(q, m457, root, 1, (q, m458, up gL))
(q, m458, root, 1, (q, m459, up gL))
(q, m459, root, 1, (q, m460, up gL))
(q, m460, root, 1, (q, m461, up gL))
(q, m461, root, 1, (q, m462, up gL))
(q, m462, root, 1, (q, m463, up gL))
(q, m463, root, 1, (q, m464, up gL))
(q, m464, root, 1, (q, m465, up gL))
(q, m465, root, 1, (q, m466, up gL))
(q, m466, root, 1, (q, m467, up gL))
(q, m467, root, 1, (q, m468, up gL))
(q, m468, root, 1, (q, m469, up gL))
(q, m469, root, 1, (q, m470, up gL))
(q, m470, root, 1, (q, m471, up gL))
(q, m471, root, 1, (q, m472, up gL))
(q, m472, root, 1, (q, m473, up gL))
(q, m473, root, 1, (q, m474, up gL))
(q, m474, root, 1, (q, m475, up gL))
(q, m475, root, 1, (q, m476, up gL))
(q, m476, root, 1, (q, m477, up gL))
(q, m477, root, 1, (q, m478, up gL))
(q, m478, root, 1, (q, m479, up gL))
(q, m479, root, 1, (q, m480, up gL))
(q, m480, root, 1, (q, m481, up gL))
(q, m481, root, 1, (q, m482, up gL))
(q, m482, root, 1, (q, m483, up gL))
(q, m483, root, 1, (q, m484, up gL))
(q, m484, root, 1, (q, m485, up gL))
(q, m485, root, 1, (q, m486, up gL))
(q, m486, root, 1, (q, m487, up gL))
(q, m487, root, 1, (q, m488, up gL))
(q, m488, root, 1, (q, m489, up gL))
(q, m489, root, 1, (q, m490, up gL))
(q, m490, root, 1, (q, m491, up gL))
(q, m491, root, 1, (q, m492, up gL))
(q, m492, root, 1, (q, m493, up gL))
(q, m493, root, 1, (q, m494, up gL))
(q, m494, root, 1, (q, m495, up gL))
(q, m495, root, 1, (q, m496, up gL))
(q, m496, root, 1, (q, m497, up gL))
(q, m497, root, 1, (q, m498, up gL))
(q, m498, root, 1, (q, m499, up gL))
(q, m499, root, 1, (q, m500, up gL))
(q, m500, root, 1, (q, m501, up gL))
(q, m501, root, 1, (q, m502, up gL))
(q, m502, root, 1, (q, m503, up gL))
(q, m503, root, 1, (q, m504, up gL))
(q, m504, root, 1, (q, m505, up gL))
(q, m505, root, 1, (q, m506, up gL))
(q, m506, root, 1, (q, m507, up gL))
(q, m507, root, 1, (q, m508, up gL))
(q, m508, root, 1, (q, m509, up gL))
(q, m509, root, 1, (q, m510, up gL))
(q, m510, root, 1, (q, m511, up gL))
(q, m511, root, 1, (q, m512, up gL))
(q, m512, root, 1, (q, m513, up gL))
(q, m513, root, 1, (q, m514, up gL))
(q, m514, root, 1, (q, m515, up gL))
(q, m515, root, 1, (q, m516, up gL))
(q, m516, root, 1, (q, m517, up gL))
(q, m517, root, 1, (q, m518, up gL))
(q, m518, root, 1, (q, m519, up gL))
(q, m519, root, 1, (q, m520, up gL))
(q, m520, root, 1, (q, m521, up gL))
(q, m521, root, 1, (q, m522, up gL))
(q, m522, root, 1, (q, m523, up gL))
(q, m523, root, 1, (q, m524, up gL))
(q, m524, root, 1, (q, m525, up gL))
(q, m525, root, 1, (q, m526, up gL))
(q, m526, root, 1, (q, m527, up gL))
(q, m527, root, 1, (q, m528, up gL))
(q, m528, root, 1, (q, m529, up gL))
(q, m529, root, 1, (q, m530, up gL))
(q, m530, root, 1, (q, m531, up gL))
(q, m531, root, 1, (q, m532, up gL))
(q, m532, root, 1, (q, m533, up gL))
(q, m533, root, 1, (q, m534, up gL))
(q, m534, root, 1, (q, m535, up gL))
(q, m535, root, 1, (q, m536, up gL))
(q, m536, root, 1, (q, m537, up gL))
(q, m537, root, 1, (q, m538, up gL))
(q, m538, root, 1, (q, m539, up gL))
(q, m539, root, 1, (q, m540, up gL))
(q, m540, root, 1, (q, m541, up gL))
(q, m541, root, 1, (q, m542, up gL))
(q, m542, root, 1, (q, m543, up gL))
(q, m543, root, 1, (q, m544, up gL))
(q, m544, root, 1, (q, m545, up gL))
(q, m545, root, 1, (q, m546, up gL))
(q, m546, root, 1, (q, m547, up gL))
(q, m547, root, 1, (q, m548, up gL))
(q, m548, root, 1, (q, m549, up gL))
(q, m549, root, 1, (q, m550, up gL))
(q, m550, root, 1, (q, m551, up gL))
(q, m551, root, 1, (q, m552, up gL))
(q, m552, root, 1, (q, m553, up gL))
(q, m553, root, 1, (q, m554, up gL))
(q, m554, root, 1, (q, m555, up gL))
(q, m555, root, 1, (q, m556, up gL))
(q, m556, root, 1, (q, m557, up gL))
(q, m557, root, 1, (q, m558, up gL))
(q, m558, root, 1, (q, m559, up gL))
(q, m559, root, 1, (q, m560, up gL))
(q, m560, root, 1, (q, m561, up gL))
(q, m561, root, 1, (q, m562, up gL))
(q, m562, root, 1, (q, m563, up gL))
(q, m563, root, 1, (q, m564, up gL))
(q, m564, root, 1, (q, m565, up gL))
(q, m565, root, 1, (q, m566, up gL))
(q, m566, root, 1, (q, m567, up gL))
(q, m567, root, 1, (q, m568, up gL))
(q, m568, root, 1, (q, m569, up gL))
(q, m569, root, 1, (q, m570, up gL))
(q, m570, root, 1, (q, m571, up gL))
(q, m571, root, 1, (q, m572, up gL))
(q, m572, root, 1, (q, m573, up gL))
(q, m573, root, 1, (q, m574, up gL))
(q, m574, root, 1, (q, m575, up gL))
(q, m575, root, 1, (q, m576, up gL))
(q, m576, root, 1, (q, m577, up gL))
(q, m577, root, 1, (q, m578, up gL))
(q, m578, root, 1, (q, m579, up gL))
(q, m579, root, 1, (q, m580, up gL))
(q, m580, root, 1, (q, m581, up gL))
(q, m581, root, 1, (q, m582, up gL))
(q, m582, root, 1, (q, m583, up gL))
(q, m583, root, 1, (q, m584, up gL))
(q, m584, root, 1, (q, m585, up gL))
(q, m585, root, 1, (q, m586, up gL))
(q, m586, root, 1, (q, m587, up gL))
(q, m587, root, 1, (q, m588, up gL))
(q, m588, root, 1, (q, m589, up gL))
(q, m589, root, 1, (q, m590, up gL))
(q, m590, root, 1, (q, m591, up gL))
(q, m591, root, 1, (q, m592, up gL))
(q, m592, root, 1, (q, m593, up gL))
(q, m593, root, 1, (q, m594, up gL))
(q, m594, root, 1, (q, m595, up gL))
(q, m595, root, 1, (q, m596, up gL))
(q, m596, root, 1, (q, m597, up gL))
(q, m597, root, 1, (q, m598, up gL))
(q, m598, root, 1, (q, m599, up gL))
(q, m599, root, 1, (q, m600, up gL))
(q, m600, root, 1, (q, m601, up gL))
(q, m601, root, 1, (q, m602, up gL))
(q, m602, root, 1, (q, m603, up gL))
(q, m603, root, 1, (q, m604, up gL))
(q, m604, root, 1, (q, m605, up gL))
(q, m605, root, 1, (q, m606, up gL))
(q, m606, root, 1, (q, m607, up gL))
(q, m607, root, 1, (q, m608, up gL))
(q, m608, root, 1, (q, m609, up gL))
(q, m609, root, 1, (q, m610, up gL))
(q, m610, root, 1, (q, m611, up gL))
(q, m611, root, 1, (q, m612, up gL))
(q, m612, root, 1, (q, m613, up gL))
(q, m613, root, 1, (q, m614, up gL))
(q, m614, root, 1, (q, m615, up gL))
(q, m615, root, 1, (q, m616, up gL))
(q, m616, root, 1, (q, m617, up gL))
(q, m617, root, 1, (q, m618, up gL))
(q, m618, root, 1, (q, m619, up gL))
(q, m619, root, 1, (q, m620, up gL))
(q, m620, root, 1, (q, m621, up gL))
(q, m621, root, 1, (q, m622, up gL))
(q, m622, root, 1, (q, m623, up gL))
(q, m623, root, 1, (q, m624, up gL))
(q, m624, root, 1, (q, m625, up gL))
(q, m625, root, 1, (q, m626, up gL))
(q, m626, root, 1, (q, m627, up gL))
(q, m627, root, 1, (q, m628, up gL))
(q, m628, root, 1, (q, m629, up gL))
